F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename,sid,uid,gender,target_human,target_asv
27.36204,0.056711398,25.371277,27.762955,28.738155,3.3668785,33.863224,25.74466,24.944921,12.732132,0.41457093,1.3391883,0.06446955,0.07624037,0.7302369,0.6657673,7.211121,4.5979404,9.4269285,6.0954795,0.18225996,1.2444463,8.823085,1.5731558,15.234291,0.64398116,27.72445,0.4571535,2.0207412,4.0907917,0.012613831,0.6711197,0.8687334,0.71372885,7.027678,0.19611982,5.6136646,0.71119577,17.177683,0.6205937,536.9955,0.30889845,1320.1415,0.16478418,-149.65805,-0.5436899,1655.5447,0.13258499,825.136,0.43658778,-152.45512,-0.5005567,2662.4497,0.09581701,945.51324,0.28245172,-151.17853,-0.5183386,-15.741803,-0.417166,20.317978,0.37647223,-0.03607198,-0.45690906,-0.01754535,-0.8061061,0.40070212,0.5742268,26.343987,0.2641599,11.961112,1.2043406,31.660671,0.6677328,7.08826,1.719554,-21.944027,29.387384,-0.06585856,0.010517992,0.10143546,1.986755,1.010101,0.26666665,0.12036981,0.525,0.43511492,-23.953104,audio/I/p256_055_mic2.wav,p256,055,male,wolf,sheep
37.92746,0.13076894,35.63613,37.62283,40.429543,4.7934113,410.41638,325.62726,6.643189,5.559128,0.5510848,0.8847282,0.062200338,0.49499536,0.98120445,0.9190041,12.933635,7.5786724,12.695111,7.2640357,0.24286592,1.0587366,11.6459675,1.5462581,-6.239422,-1.4855362,4.9194884,3.0925977,-8.114223,-1.8943436,0.014573935,0.94346714,1.201688,0.7191548,8.589689,0.41270974,7.8398514,1.3260868,24.377886,0.34768623,640.34845,0.33769262,1386.8829,0.18845822,-144.02652,-0.6002495,1612.3031,0.11956813,1086.027,0.24560131,-132.35252,-0.64417565,2701.5974,0.083075605,909.29236,0.32086757,-134.992,-0.599219,-7.5035167,-1.2037512,20.159111,0.52326155,0.03920395,0.53880435,-0.012033403,-1.421126,0.40419868,0.6042811,25.189693,0.59658134,-9.901446,-1.1690745,-1.8920172,-10.272546,-22.00145,-0.5937974,-5.2447295,14.150515,0.001844902,0.015111529,0.15306348,3.7333333,2.972973,0.11454545,0.087111585,0.18416665,0.26477847,-23.964613,audio/I/p269_037_mic2.wav,p269,037,female,goat,sheep
31.685389,0.2541475,27.67987,28.336817,32.00813,4.3282585,46.07752,30.08941,474.2577,390.26794,0.6392578,1.0906976,0.07671877,0.35560074,1.206792,1.1300732,10.611963,5.329801,11.505922,6.051518,0.25343806,1.3350214,-1.0294952,-17.597649,5.7087874,2.2942116,20.121613,0.6829441,-19.78379,-0.6648314,0.014184253,1.1079617,1.162629,0.63825005,4.5132275,0.7391468,2.3243532,3.1085846,9.509628,1.340324,535.4322,0.36333302,1210.3202,0.18580496,-144.94128,-0.5987227,1610.4961,0.14487419,950.577,0.36584872,-141.62936,-0.5928615,2580.109,0.075026155,853.49207,0.38436815,-139.48476,-0.6141435,-5.852225,-1.5978416,10.614603,0.94742143,0.024059717,1.0101659,-0.021241844,-0.8036086,0.44571164,0.7652493,15.784051,0.82864106,3.228954,5.3103023,22.390675,0.6988931,-27.091108,-0.4717267,-3.8532505,10.321676,-0.022088999,0.014251288,0.16438095,2.8824835,1.7937219,0.17125,0.14003906,0.3244444,0.42918813,-23.961956,audio/I/p279_232_mic2.wav,p279,232,male,goat,sheep
31.890688,0.08863206,29.237549,30.639114,35.166107,5.9285583,11.328477,15.428544,10.868702,2.5630517,0.4964711,0.8840305,0.060518425,0.38623852,0.894813,0.83429456,10.18643,7.372184,6.677769,3.7118552,0.19139276,1.272208,12.813729,1.3667853,12.712442,0.997432,16.795467,0.8985842,-16.220493,-1.2003511,0.010858037,0.6674861,0.75156444,0.93933094,9.289147,0.29152176,2.136148,1.533399,27.433435,0.3120715,618.6215,0.28039676,1346.7775,0.14775929,-131.93806,-0.68806267,1756.5087,0.15736581,1171.6985,0.35613,-139.23476,-0.57574934,2781.9597,0.092865534,1039.9253,0.601446,-138.52719,-0.5837009,-18.627264,-0.45588195,25.197674,0.3528832,0.0252635,0.8052922,-0.0305598,-0.6103189,0.33120963,0.94002116,30.330666,0.27447817,15.589044,0.9405646,20.231573,0.9100925,-29.233746,-0.58759946,-14.107186,22.211914,-0.033049278,0.010126942,0.11571576,3.3149173,1.1204482,0.315,0.11412712,0.444,0.26318052,-23.960968,audio/I/p250_476_mic2.wav,p250,476,female,wolf,sheep
33.56258,0.047917027,32.033436,33.36797,34.842995,2.8095589,177.105,132.30573,19.479761,4.616858,0.5505155,0.96944666,0.053841073,0.47484604,0.97857714,0.9247361,12.319728,7.8007135,9.288665,6.997572,0.2773758,1.1497196,6.3281684,2.9501789,11.405515,1.0468702,2.40062,5.953963,-5.9989386,-2.4381104,0.013707623,0.6116673,1.83569,0.6755506,6.512127,0.43225113,2.6599474,1.2631842,27.090034,0.3018493,686.0696,0.24836658,1286.4702,0.20710291,-157.20473,-0.4953298,1707.052,0.10523928,1074.2786,0.26503697,-159.08899,-0.45756242,2775.6404,0.09327768,944.6955,0.48692417,-161.09972,-0.42875385,-8.208503,-0.94814336,21.655058,0.49248144,0.014951748,1.5577029,-0.022881543,-0.591158,0.6421808,0.49601194,24.319305,0.7129151,2.570466,6.989829,-8.835693,-1.6556846,-17.192766,-0.53596085,-12.768947,21.604034,-0.028652374,0.004180739,0.17752999,2.734375,2.3904383,0.085,0.047169905,0.26714283,0.2688448,-23.959253,audio/I/p240_302_mic2.wav,p240,302,female,sheep,sheep
30.026989,0.105980895,28.624916,29.608982,30.551022,1.9261055,287.81818,197.44295,66.95206,64.78581,0.43258864,1.0107744,0.08255323,0.23907186,0.77412665,0.69157344,11.310177,5.3767967,11.196729,7.48445,0.20097552,1.1976317,13.801491,1.426245,8.119408,1.3253795,17.60131,0.68323654,0.61994797,15.300571,0.015220956,0.9806618,1.3182374,0.84765005,7.719881,0.35210893,2.7670443,1.7153893,27.946566,0.47213912,588.2134,0.26547232,1355.3713,0.15984209,-123.800514,-0.73461217,1715.3895,0.13116862,1013.3299,0.270547,-129.36148,-0.6423538,2785.0176,0.092537545,1032.9922,0.25158527,-131.2536,-0.61481535,-18.698391,-0.55630296,25.92565,0.47027418,0.009397541,2.0354788,-0.026586875,-0.6007814,0.36800843,0.6825306,34.132282,0.38196775,13.524954,0.9143595,18.788141,0.8620124,-3.0515919,-3.0027032,-12.377999,21.30819,-0.037399158,0.021784315,0.08731449,3.2069972,1.775148,0.22166665,0.24613117,0.31833333,0.4222723,-23.966211,audio/I/p273_384_mic2.wav,p273,384,male,goat,sheep
33.950184,0.059403848,33.039143,33.450138,34.716072,1.6769295,165.52144,0,10.744733,0,0.40998423,1.3376105,0.07037675,0.08673435,0.61666536,0.5462886,10.977836,9.712437,16.03559,9.198108,0.24856482,1.6117859,6.21304,2.4920485,4.75615,2.2569427,16.728987,0.5178757,-4.0897155,-2.8845036,0.016406104,0.71053046,2.1838667,0.7299541,6.9209595,0.37477657,5.777896,1.3227162,24.617737,0.2536538,599.6848,0.28772363,1307.0237,0.10581421,-167.33669,-0.41758373,1710.6991,0.12121718,887.103,0.31700626,-168.64572,-0.38928294,2755.5898,0.100354925,869.671,0.32097244,-169.19394,-0.3803136,-15.515058,-0.42406586,21.006512,0.3335884,0.026215479,0.9321818,-0.033826422,-0.5788679,0.58436006,0.6927229,25.980719,0.520821,5.5027957,2.4174178,20.229462,0.6727764,-15.193079,-0.780301,-11.246416,19.91212,-0.023913901,0.007301914,0.18461166,1.968504,2.008032,0.078,0.08133881,0.33166668,0.3902314,-23.961252,audio/I/p231_266_mic2.wav,p231,266,female,sheep,sheep
35.365875,0.14722891,32.36192,34.45121,36.29929,3.9373703,73.96432,50.125034,45.49337,0,0.4921707,1.1792779,0.054716375,0.2686576,0.9300272,0.87531084,9.898407,5.316491,10.037748,5.002146,0.18237096,1.347236,3.0017285,5.6679435,1.4248666,7.565366,15.956519,0.626734,-14.655247,-0.8191976,0.016799683,1.7407688,1.0133942,0.9169129,8.302535,0.43187276,6.154326,1.1287682,19.349495,0.5039922,678.7836,0.23664448,1384.0712,0.25658977,-147.5612,-0.5755516,1760.092,0.12509856,853.64014,0.41198388,-144.33563,-0.5705047,2732.9097,0.059800606,935.2774,0.25572184,-143.4396,-0.5784565,-8.683256,-1.0891294,15.110121,0.6616161,0.04380938,0.6890403,-0.024915775,-0.7462031,0.41469753,0.64648694,19.487822,0.84306604,-3.5866218,-4.4092746,14.723893,0.9225773,-27.043964,-0.3616618,-9.006783,17.249083,-0.019992445,0.012324581,0.085082345,2.5723474,1.9607843,0.14666666,0.11294049,0.29285714,0.3246851,-23.953768,audio/I/p233_052_mic2.wav,p233,052,female,sheep,sheep
31.72367,0.0753865,29.427452,31.384369,33.578888,4.151436,126.585365,144.21532,6.8544426,9.102168,0.45403853,0.97854185,0.058275394,0.30204928,0.8900253,0.8317499,10.77395,7.4549723,9.43475,5.63923,0.17268234,1.0247786,15.395292,1.3283037,14.933619,0.6286786,10.006977,1.2021048,0.06387386,299.42682,0.012281116,0.66645426,0.94657767,1.0277126,9.370165,0.180782,2.632764,1.506912,31.090399,0.27642938,601.8725,0.2517919,1454.7833,0.15038416,-131.83653,-0.6865248,1651.8177,0.16173849,1095.4309,0.30938312,-136.93796,-0.60426396,2810.277,0.06968772,950.853,0.38337734,-139.95273,-0.5613961,-17.258049,-0.38775656,28.590424,0.28693095,0.009471909,2.593872,-0.032876726,-0.51205504,0.29316476,0.6123497,36.433308,0.3194281,13.887547,0.9094007,2.9305458,4.8927503,-19.3087,-0.9563296,-24.425545,33.948402,-0.067315586,0.014000105,0.10823042,2.972973,1.369863,0.256,0.16082288,0.37666667,0.40700802,-23.96406,audio/I/p240_035_mic2.wav,p240,035,female,sheep,sheep
26.323969,0.03389472,25.678253,26.08643,27.00322,1.3249664,42.66172,39.569546,10.873881,6.7290187,0.3656832,0.8877489,0.081238836,0.30113208,0.6031429,0.5219041,9.182302,5.715354,7.143014,3.1821892,0.21158504,1.1083617,23.795834,0.76229334,14.829117,0.7313786,2.3792045,5.536242,3.8427937,3.3158264,0.008932303,0.7738373,1.0414451,1.031421,7.1498,0.30865687,3.9373055,1.5856574,34.709602,0.25338763,615.29926,0.25026786,1408.3893,0.100979134,-142.47206,-0.5813405,1739.1764,0.13764574,1166.2603,0.2700757,-148.20468,-0.50287676,2792.0034,0.08994943,1133.0033,0.31759435,-150.16222,-0.47759432,-24.835606,-0.3130815,33.996067,0.2675001,-0.011537141,-1.7572192,-0.033528365,-0.45869476,0.37930325,0.72368056,42.609505,0.16653305,18.469086,0.6399602,11.630411,1.2999257,9.044361,1.4395264,-18.950268,31.162535,-0.032355394,-0.005932864,0.13896474,3.4653466,2.0050125,0.1475,0.09769212,0.29333332,0.3625833,-23.960615,audio/I/p273_002_mic2.wav,p273,002,male,goat,sheep
